FQ,lab1,lab2,non1,non2
Q99N28,71683,58994.61889,69591.3736,63683.67219
Q91VT4,19337,18041.1776,18977.45174,18396.9253
Q9CQR4,3199.8,3502.944875,3493.576343,3138.943842
B1AQZ0,99003,97483.84495,95180.44235,98822.79131
P56382,46644,36107.84159,45246.70655,40064.16377
Q9WUA2,37017,39731.68752,35888.28453,38860.95996
Q6ZQ38,133620,133946.9031,134134.7763,131186.6247
B2RXT3,104460,120770.44,104867.2301,112838.4192
Q8BHL5,11185,10751.11461,10505.35646,11177.70246
Q9WV55,67997,71944.89029,70297.62043,67860.52069
A3KGU7,2371500,2492728.132,2309375.015,2451821.379
E9Q6M6,38973,36544.296,39085.94084,36721.64098
A0A0G2JF64,23128,24446.22573,21771.16614,24508.64384
D3YTP3,12997,10506.60457,12432.28969,11583.12038
Q8BMG7,46835,42759.78911,45048.64471,44697.75992
P58252,182080,177464.9123,178646.5692,178592.6807
P62751,50412,47325.03854,52621.90408,46184.58227
Q8QZY1,18958,18660.81543,18221.68945,18965.03238
Q9R0Y5,69138,63572.61151,67360.5718,65709.02176
F7D3N3,51056,50332.43244,49407.30827,50911.26794
Q8CAQ8,343740,358816.4989,342712.1383,348763.8047
A0A0U1RPX4,15243,14582.51532,15448.82366,14454.1056
Q64727,19306,21427.68153,20886.40305,19311.2906
A0A0U1RNJ1,253220,262860.2443,249922.7715,257831.8728
Q8C854,71913,67507.07281,70473.53062,69036.75464
E9Q171,22270,18471.26041,18817.17801,21835.1476
Q9QUI0,29400,31907.3661,29930.79281,30227.9944
E0CYQ2,11589,13417.30948,12171.5517,12202.55719
P62301,17222,18297.63439,17093.25817,17753.99861
A3KGU5,7002.1,6569.753919,6992.886055,6636.151841
D3Z3B8,71351,71449.49861,73073.09229,69288.18334
F6WYM0,45871,42950.93703,42029.50466,45949.68348
Q9D7I5,19248,18850.37045,18523.99437,19228.64102
Q9D819,17990,16360.66883,17843.8083,16816.14344
Q9ES97,122970,120819.8199,120069.7795,121964.6722
P21279,158110,157824.4638,156260.3689,157155.991
Q6DFY2,116890,113545.0487,116852.5776,113325.6167
Q61879,451000,408945.0402,440231.5346,425810.6082
Q925I1,31549,31932.85249,32772.71963,30591.65253
G3UWE1,31947,33342.56838,30889.8291,33153.78934
D3YYX5,8594,8690.221482,8965.425636,8306.369243
Q8BH57,6975.7,5767.251246,6478.446482,6455.018773
P63005,60357,60452.12176,60790.65202,59431.13408
Q6NVF0,6389.4,5819.976214,6097.568348,6148.432351
Q61753,211090,208813.1707,206479.4701,210391.017
B1AX95,27901,22724.30157,26383.92219,25302.07976
Q9JIG7,11180,13617.53692,11509.21726,12397.43618
Q8CGK3,30506,35738.28895,30222.67342,33714.93645
P05201,88535,84968.43506,86834.48119,86467.98491
Q8VDM4,19524,20948.21884,19381.39365,20326.57537
Q61598,84200,81561.22343,84035.55463,81762.17913
Q8K212,53188,55934.65931,53759.45664,54062.39172
Q99KC8,10854,10725.30964,11341.64652,10346.85674
A0A0R4J1E3,149350,136747.2201,149797.2983,139634.2812
Q60692,42497,39771.51,41675.07821,40918.49937
Q9ERD7,119670,123338.1937,114000.2264,124731.2579
A0A3B2WBM3,17555,17966.31133,16656.74029,18266.42597
E9PUD2,302580,288872.2901,309927.6913,286315.5262
P63040,136420,110693.7589,138786.6235,117223.1966
P10852,124120,113436.7316,122898.6759,117075.2974
Q99LC5,107150,102080.9524,106855.6667,103242.3686
P10605,42871,40682.64841,43982.75927,40392.15208
Q9CPV4,53049,47108.40423,53381.57549,48613.60976
D3YVP5,28791,28892.00771,28820.60406,28615.8927
Q3V037,11240,12555.86953,11283.79162,11967.6584
Q9D6J6,58916,52400.01574,56723.86907,55771.93292
P45591,59839,56181.55871,54813.61473,60415.96901
O35685,42255,41627.2377,42006.04997,41714.54528
P35564,73910,71177.11282,75288.25763,70713.23601
E9PZG0,28380,28538.38406,34105.72795,24468.62405
Q9R0P5,88001,85049.67293,87527.69763,85845.93811
O35295,58146,54798.92211,60219.92119,54233.78083
E9Q5Q8,23796,21139.36676,23104.17446,22399.7747
Q791V5,16437,14958.91743,15884.0385,15752.13892
P38647,253010,252028.529,249492.7688,253116.4971
P97450,57123,52607.09265,56348.594,54395.6
Q91YQ5,16792,15647.84638,16708.86183,16012.26758
Q3UHC9,14422,13284.93955,14062.39077,13846.84872
P51859,24018,22894.7418,24262.57563,22992.24165
Q91WH7,24111,21545.55608,24872.39761,21816.0077
P00405,37029,41053.79395,39310.06345,37870.03506
A2AE03,20118,19527.35266,20017.27641,19691.47864
O54829,44649,49680.93662,43353.39171,48491.81039
P11881,36487,35977.22384,37150.92877,35514.95719
Q02248,101140,99871.60102,101251.2984,99736.28661
A0A571BEW4,142800,139791.2507,140246.0266,141878.8697
P10637,139440,116861.4651,130259.54,130429.7286
Q7TQI3,42179,42939.78673,41336.28822,43036.06847
Q9DCT2,145410,141282.2044,138200.2562,146916.1438
Q6ZWQ5,33263,33387.16956,33249.6317,33205.11908
Q91VR5,49588,43959.24229,49155.82185,46048.86296
Q61316,224100,209800.7683,223340.7874,214506.0958
Q5DTL9,14092,15702.48283,14608.36387,14722.93421
Q9JM51,5742.2,4944.200172,5506.249507,5364.740385
Q9D8N0,130850,124574.2835,135750.544,123043.4666
Q6R891,187170,187054.1661,191155.7381,183795.2539
D3YVJ7,24072,21830.68506,23109.38661,23199.30058
O70443,25762,30021.37332,25977.3742,28276.59445
A0A3B2W820,38268,39703.01533,39342.63941,38365.06252
D3Z636,38622,31410.38152,37028.44316,34955.55007
Q8BGH2,39238,35195.11028,39039.03146,36675.53121
Q3KQM4,11865,10991.16454,10965.98054,11874.56888
Q921F4,5732.6,4806.573672,5764.511724,5103.045732
Q9JHU4,671800,656481.5931,668445.6858,662623.3892
B1AQX6,287910,284651.1069,287476.3391,285541.2302
Q8BNU0,9845.2,10344.60671,9165.181427,10601.76543
Q8CGC7,26908,28759.79706,26455.58931,28350.54407
D3YY36,34804,39741.24492,34864.09632,37895.26494
P63213,70726,67019.64562,69614.82829,69002.82481
P54823,35622,37237.2072,35927.37568,36419.75253
Q6ZWR6,16880,18785.06158,16557.70937,18302.96579
Q8R5L1,50490,38497.19055,49379.94446,43481.50618
B1ATY9,24847,19715.31478,23991.54363,22100.49624
Q11011,276230,260486.8244,276439.6036,265827.1317
P21126,16797,16050.05346,15971.34208,16860.51321
Q9JHK4,26088,24806.22097,25758.46375,25474.33887
P48962,310090,295801.4021,314514.3866,297886.4666
Q8CI78,21142,23563.75951,21776.37829,22272.75535
E9PUM3,12582,13573.09503,13228.44617,12787.19418
Q6PIC6,1942700,1942700,1942700,1942700
Q8K0S0,145550,142158.299,146891.5226,142496.5665
D3YYT0,8883.9,9335.982863,9595.18411,8704.305195
Q8VHI6,18658,15001.28855,18427.56952,16469.88522
P28738,182260,172988.8652,181083.2511,177209.3878
P04370,414480,428489.9147,335141.485,476774.9458
P47963,167190,152031.089,172444.1062,154058.807
P48318,41272,42371.12168,41740.23013,41701.49534
G5E8H1,196490,194285.929,194113.6354,196958.2862
G3UXX3,165750,164132.345,163961.326,166169.1446
Q3TWV4,227900,233837.6189,234364.4926,227782.2275
Z4YJL4,56925,54876.97417,56904.99141,55715.38321
D3Z560,16971,18442.58823,16965.5604,17951.4876
Q9ESN6,52701,50821.45253,53768.57791,50871.24814
Q4VAE3,22105,24186.58314,21282.52673,24040.58625
Q9ESJ4,14745,15555.45822,15293.76209,14934.34313
Q8VDP4,3094.4,3335.849738,3315.190382,3109.972991
Q9JI95,133000,126313.7296,133861.1382,128524.4384
P62137,17973,19493.90177,17271.77443,19480.06973
Q8BMS1,83394,88823.25139,82445.84774,87817.34796
Q61792,166160,141661.3144,166567.4029,150700.6243
Q9Z2Q6,202570,186687.7993,208316.7543,189232.7259
A2AEW9,133830,120566.5489,134981.7513,125000.9566
Q3TYE5,222690,204544.2006,229230.5212,207459.1321
P11798,560810,527695.6838,555602.5575,545069.5943
Q9WU01,42555,49446.78042,43711.72728,46396.86117
P60879,410700,440595.9495,416281.6882,427898.5974
Q9D0M1,8993.3,10345.72174,9186.160346,9775.269682
P54775,71058,64316.49549,70603.83446,67328.08343
Q6PHU5,27500,25695.05879,28088.29647,26067.67582
P35282,6192.2,5870.789702,5964.919035,6164.788267
P97315,103130,98493.74311,101539.2699,101676.3766
G3UX26,125840,122003.344,125225.9025,124374.5598
Q8BWF0,163090,137038.7206,162124.0419,147751.3395
Q9CQW1,23914,26609.38299,24463.24354,25407.34922
P53994,157670,166378.3331,160638.578,162114.9655
Q91XU3,68958,63448.36537,64890.01093,68491.26744
A0A286YDL6,10984,12000.26625,10692.86369,11893.70878
Q9R1V7,52442,48170.86807,50166.97968,51504.60488
V9GXV7,4271.9,4370.91571,4517.113032,4197.380394
Q8BYR5,18426,17247.91374,19136.42243,17309.4309
O35129,96050,102413.8683,102993.4608,96143.20511
A0A0N4SUV3,35624,35421.30198,36139.77094,35384.45786
E9Q0G1,25549,24216.84823,26099.85982,24492.11393
Q9QZX7,30224,23128.898,29879.97431,26076.37577
D3Z1H8,19712,19865.04731,17888.11161,21162.64107
Q99JY9,210000,188073.6217,208225.5416,198472.0784
Q8BPN8,223140,222400.6018,235667.531,215845.8889
Q6IRU5,206540,195448.7455,206544.622,200847.1661
Q91ZR1,19509,18730.903,19064.75532,19444.39991
A0A2R8VK70,29369,29508.45974,30080.64223,29197.9197
P99026,36016,32957.08675,35116.88577,34903.35034
D3Z568,72316,65828.15694,69865.01167,70308.68809
Q61011,22742,24537.02099,23024.68911,23907.47694
Q71M36,39978,46740.44449,42181.96016,43222.24751
P67778,150140,146494.171,151334.8836,148282.0367
Q80Y14,76686,72355.85831,77382.24039,74098.38858
O35226,13092,13385.61078,12861.51055,13551.92024
Q9Z0E0,74454,72161.5246,72438.51258,74989.26399
P10126,210960,187532.0359,221164.7133,190929.2172
Q8CC35,55165,48621.65858,55790.89355,51027.84734
Q3V117,98587,98726.30641,101935.3936,97361.19884
Q9Z2D6,63954,73746.45941,67971.69683,68207.6489
Q9QZM0,3910.9,3132.595786,3478.330793,3734.194778
G5E924,146420,148891.4844,150175.1794,146968.3435
Q9DC07,152880,130206.7755,157224.6173,136841.5956
A0A0N4SVL9,16800,15069.14606,16605.92179,15978.33775
Q5SW88,128230,123631.2871,130355.9649,125122.7559
Q920N7,19760,19226.29469,19906.51814,19516.60954
Q9WV60,46223,46582.74746,45615.46643,47335.58634
A0A3B2WCD8,93131,94243.88775,94161.4663,94124.81549
Q60932,274580,269598.2084,272843.2175,275457.9821
Q9CQ62,3848.5,4179.767793,3982.867275,4014.942333
O55091,41756,46316.73327,40597.46542,45937.50354
A0A338P7E5,42197,43760.12988,40256.06935,44966.58854
P0DP28,94776,101055.1252,92547.00168,101371.8782
Q6Q477,48369,45174.62447,46818.1709,47868.8936
P51863,163250,144523.7545,162084.9507,153719.5087
O35678,32438,33825.21687,32398.7476,33724.5064
F6VVY4,12919,12591.70977,13925.57174,12179.9373
Q8BSZ2,21071,26553.63152,20199.70179,25439.53905
P42669,88651,81672.72639,89190.37467,84826.30336
E9Q2H8,36748,28707.23139,35529.94896,32799.70116
F6R307,28383,28831.47753,28403.63177,29008.26068
Q9D2P8,12701,13504.91894,6822.057717,17306.82091
E9PWP6,28153,26421.42088,28096.1147,27423.12884
Q99PL5,37627,44056.40915,38388.81528,41764.13502
Q9D0T1,29720,27590.60897,29578.97243,28825.56162
P19783,131520,132057.7245,128978.6532,135310.4035
P28740,131870,126568.5935,133756.8952,128933.3363
A0A338P6E5,185900,170376.5103,183936.9052,179662.7752
Q9CQH7,18777,19299.56806,18660.8134,19447.87989
Q9WTR5,16286,15731.31431,16185.04038,16214.97653
Q3U4F0,98421,106615.9367,103187.6135,101998.275
P0DN34,14338,16320.84634,14613.57603,15656.43941
Q91V41,115870,110937.4725,117352.9443,113438.7161
Q9JKV5,10422,9508.812439,9451.849883,10644.39521
Q8BKC5,51338,51775.59921,52070.71883,51961.35253
F8VQF9,4838.8,4242.368736,5114.686458,4345.714631
P80313,57576,52253.46901,57469.20706,55129.87622
Q8BZ98,50424,49035.8124,51167.71319,49857.70336
Q8R366,204850,196691.207,201137.0125,205579.9418
E9Q6L0,3626.2,3377.26512,3882.924227,3356.355723
Q80XI4,53933,57893.92547,57901.81582,54821.89781
Q9D517,29159,29602.4408,28751.54303,30258.44425
J3JS22,9620.5,11610.80237,10017.62917,10827.96426
P14873,463640,430114.672,457588.0066,454476.9606
P57746,39220,39360.54198,39686.64156,39737.04545
Q99JP7,9685.9,8931.227148,10031.70199,9146.26292
Q9EPN1,21068,20970.51943,21623.9228,21031.27174
Q8VEK3,237640,240623.37,242143.632,241154.0587
E0CYT5,21630,22042.54067,23221.44792,21258.34057
P43274,21191,21142.55256,21793.31779,21171.34102
Q99P72,172130,164689.8598,174776.545,168909.6305
F6QKK2,21300,20734.77033,20693.55336,21762.93798
Q9CRY7,51046,42383.86487,53459.7578,44822.16928
A0A1B0GRR3,53852,41714.84716,55214.95057,46128.03256
Q9D832,10576,10325.96979,10453.49553,10708.77488
Q8K596,70341,92383.38135,70895.71507,85756.32857
Q61771,3081.2,3012.650467,3093.673848,3091.268088
A0A286YCQ0,48854,47017.60897,50194.34348,47767.10412
G3UYV7,38982,39710.97983,39027.30411,40239.03287
Q9D0K2,55418,54469.19195,56531.01938,55230.7957
P80314,118670,101018.4885,117965.3724,110176.2329
Q923Z0,20652,27614.50246,20717.00805,25585.6983
A2AC24,15672,20258.49344,16995.53028,18115.91675
D3YZA1,11087,11552.02439,11532.28105,11334.30166
E0CZ78,72967,70759.7732,74497.3133,72103.48885
P63268,70330,60208.40817,69518.40345,65843.00107
P17426,104850,100613.8921,109452.6223,101354.4783
F6T9H9,64799,67266.54501,64847.01066,67833.55083
Q99020,48068,45346.65759,49236.61024,46606.53009
Q99JY0,41059,36899.51255,41176.01449,39210.69816
O08795,23572,19844.33962,24143.99913,21305.32033
Q3U1J4,52315,61140.25426,54983.00973,57506.70399
Q9CZW5,139160,134815.0332,141588.1561,137972.5898
F6TFN2,5998.1,5207.984298,5368.127433,6044.554886
D3YWK1,9903.8,10290.28884,9752.200241,10490.406
Q80UE4,102300,98186.31355,103874.3148,100989.0802
Q9QYK5,8549.6,10046.89383,9300.567121,9228.042499
A0A0G2JDN7,171270,169054.4039,179167.7846,168622.532
G3UZX6,30503,25636.12152,31430.59005,27468.36861
Q149F3,47781,43126.15595,50023.64545,44450.68119
Q80TL4,58958,63825.8825,58787.88195,63744.57188
O35704,12715,13320.62049,14320.39238,12360.89637
B7ZNF6,64274,69206.69638,66053.62425,67955.3502
Q3ULJ0,60624,62376.34413,59333.85505,64196.09955
P39053,474770,446441.89,479413.9003,465482.4039
Q6XE40,36342,34000.4358,37289.05084,35139.98912
Q9CR16,265470,245577.2868,271175.3283,255787.3833
A2ALS7,26132,27458.39833,26479.044,27474.45858
Q8BWW3,22434,24889.05174,22985.59796,24278.96502
A0A0G2JF72,41606,38497.19055,42127.23254,40355.61227
P15532,99073,106426.3817,99801.01663,106113.3538
Q8BK64,9909.1,9739.623549,10271.20045,9830.0794
A0A140T8I9,52813,48105.5592,54007.03394,50416.24048
Q9QYX7,86228,77650.65562,87680.15313,82065.80757
Q3UR42,40787,42855.36307,41916.14032,42534.08106
Q62261,1138600,1078663.627,1132718.28,1135605.155
P28798,20556,22103.07084,20598.43155,22124.85611
P14231,136460,115555.2876,138982.0793,125018.3565
A0A0U1RQ05,12438,15009.73092,12881.83795,14181.797
A0A494BAV2,11127,10687.71722,10949.69256,11280.36193
Q3THK7,53352,52576.82757,55551.13448,52924.43757
Q9CRB9,174840,161918.215,184067.2091,165333.9489
Q8BKX1,87658,92103.03108,89224.25367,92089.02597
A0A140T8J4,21441,19427,21795.92387,20524.93435
Q80VP0,35602,36435.97885,36963.29123,36311.87309
Q01063,14830,15669.6691,14180.96727,16262.82629
Q5SSL4,29899,33277.25951,32600.71856,31220.65929
A2BH06,38449,34059.37307,36674.0167,37940.5047
P18872,328370,326385.0689,330763.2759,335618.1724
P47809,48423,49706.42301,48436.54464,50752.05876
O54962,10767,9176.692932,10100.50241,10503.45593
Q8R1I1,21299,24987.8115,21597.86203,24184.13551
P63328,345770,324664.7376,349800.6674,340168.249
G5E829,215680,234490.7076,225751.4085,228095.4259
Q8CBW3,68105,67787.42309,69891.07244,68858.40555
S4R2F3,664230,633639.417,669722.6635,661666.3941
P31648,83229,72456.21097,84677.95258,77857.63923
Q9CQZ6,28233,26282.83864,28651.20907,27597.12794
P35979,26968,26391.15579,26790.47019,27593.64796
Q9JIS5,127980,130058.6359,132649.3125,130438.4286
Q5F2C5,70619,64635.07535,70762.80515,68926.2652
P70206,73306,65167.10372,74003.46173,69931.98003
O54781,20796,23563.75951,19613.3345,24098.87595
D0VYV6,268080,264628.3626,267917.7322,274944.6847
Q3TU36,76765,73233.54583,76274.65772,77380.01169
Q9Z1G3,194310,165502.2384,195781.5246,181046.0681
O35633,29387,28691.30239,29834.36797,29633.78746
A0A0R4J0W7,24295,24637.37365,23654.05668,25777.96731
P99028,133970,134748.1314,137587.8282,136658.8966
Q5EBJ4,23507,24681.97483,21936.65202,26137.27546
F6SLR4,24821,23281.81633,24708.21477,24741.80264
Q9R1P4,21534,22878.81281,22585.56516,22458.0644
F6VQ81,17329,13907.60389,18688.17721,14776.00394
A0A2R8VHK1,39895,33962.20622,42030.8077,35963.87488
P97351,143840,132113.476,149119.7183,137650.6914
Q91YR1,33883,31598.34364,33839.90811,33598.35705
P99027,41867,39658.41415,42228.86954,41662.34554
A0A087WP83,10973,13610.20959,10662.50289,13303.10152
Q9CQB4,101480,100153.5442,105010.5643,101867.7756
Q8VD37,18854,18082.59298,21109.22262,17518.22983
P11499,481900,469698.2199,507051.3455,474539.0573
P16054,143960,132460.728,143607.8657,141878.8697
F8VPK5,45618,45007.37004,46162.74257,46516.92056
D3Z0V2,29697,28723.16038,29349.63767,30375.02365
Q8BTY5,29212,30902.24664,30768.64652,30365.45369
Q8BLF1,76369,72879.92219,79167.40305,75081.48352
Q9CQZ5,44998,49099.52837,46809.04963,48187.31196
Q68FL6,4604.9,4639.159954,5077.680166,4489.785889
E9PZQ9,25795,24306.05059,26673.19673,25242.92006
D3YZ62,151640,159305.8601,156247.3385,159600.6785
E9Q6Z0,22518,26730.44334,24060.60467,25153.31052
Q03137,72065,68166.53313,75899.38265,69799.74071
J3QNM7,17779,17897.81666,18715.54102,17943.65764
Q501J6,29810,28903.158,29632.39701,30526.40287
P50518,133620,121547.7748,136102.3643,129394.4339
O55125,43266,43849.33224,43797.72782,45065.76803
Q7TSJ2,118590,102291.2151,117754.2802,113290.8168
Q8BLQ9,141720,134314.8628,145979.3957,139851.7801
Q8K183,53355,47277.25156,54416.18801,50856.45822
D3YX34,151390,136833.2366,152364.284,147438.1411
A0A494B9U7,17166,18042.7705,17645.74646,18145.4966
Q64520,15967,14293.72268,16329.67764,15317.14116
P35436,24184,26118.77001,24954.48903,26005.90614
P62812,41949,42605.27788,46081.95419,41466.59655
F7B6X4,21152,21636.35134,23048.14381,21138.28119
Q3V3R1,4120.3,3426.167129,4245.820431,3760.294644
A0A494B9D8,16659,13596.51065,16992.92421,15152.712
P62746,116740,105516.8362,119371.3509,112768.8195
A0A1Y7VL44,38642,43145.27074,40396.7975,42188.69283
A0A0G2JGE8,188800,178659.5867,193944.2404,187214.3363
A0A494,5071.1,5578.492678,5277.696566,5500.546686
Q99J08,41682,37348.71015,41589.07767,40799.30999
E9QAN4,17042,16473.76468,18163.05272,16710.00399
Q8R164,29139,32692.66546,30126.24857,32187.22432
P68404,211420,197917.7394,208447.0582,214358.1966
P97447,9968.9,9098.322286,10473.43201,9522.970981
F7C386,4060,3518.077419,4225.232423,3781.435535
Q9ERT9,26070,26497.88004,26834.77349,27062.95069
A0A0U1RQ95,26642,22905.8921,27107.10853,25111.55074
Q9D7P6,40911,37058.80248,41572.13817,39849.27488
P08226,107970,84834.63152,115677.2369,92645.82311
P85094,17827,19849.11832,18629.54048,19481.80972
P52760,45852,44821.00082,47753.7525,46094.10273
D3Z5P0,25855,24003.39972,26688.83319,25322.95965
P43023,10162,9388.229961,11187.23647,9460.331303
Q9DBP5,108760,96219.0829,110444.2346,104651.7613
Q4ACU6,16738,16405.27001,16380.49614,17575.64953
P10649,152170,155459.0083,156859.7666,158669.7833
E9Q919,31221,37348.71015,33073.72151,35577.59687
Q91Z61,47807,42087.5856,49701.79496,45127.53771
Q9CQM8,37581,39996.10881,41544.77436,38409.43229
Q61425,21184,19791.77394,20449.88517,21810.78773
Q8BUN9,16589,18993.73139,17435.95727,18447.38504
P60202,273530,245099.417,248359.1254,285210.6319
D3Z0P6,10786,10044.1859,11000.12015,10694.85495
Q9CXY6,9085.8,8568.364685,9717.669723,8779.994805
D3Z6P1,24843,23269.07314,23734.84506,25795.36722
Q61644,554140,477965.3673,571330.2314,520509.6207
F8SLP9,15393,14496.02089,17064.59132,14473.2455
Q8BKX6,14690,17776.75631,16502.98176,16281.09619
E0CX61,17362,13665.64248,18357.20545,15139.66207
P54728,10068,9436.01694,10430.95296,9925.778907
D3Z7G3,9570,14455.08338,10662.7635,12573.17528
Q6ZWQ9,35893,35672.98008,38126.90455,36137.00399
Q3TET1,4058.5,2824.688349,3762.00226,3651.023206
Q9DD18,10649,8492.064808,10562.55984,9835.299373
Q9CQD4,22097,21736.704,23375.20645,22170.96588
Q8R191,38155,33960.61332,40418.94916,35876.00533
A2AI78,72117,65637.00902,73083.5166,71013.38446
A0A0U1RPN1,40801,42868.10626,42279.68804,43368.40676
F6SFF5,50786,46181.33683,53332.06003,48825.88867
